Order_ID,Customer_Location,Restaurant_Location,Distance,Weather_Conditions,Traffic_Conditions,Delivery_Person_Experience,Order_Priority,Order_Time,Vehicle_Type,Restaurant_Rating,Customer_Rating,Delivery_Time,Order_Cost,Tip_Amount,Customer_Latitude,Customer_Longitude,Restaurant_Latitude,Restaurant_Longitude
ORD0141,"(19.592541, 86.682688)","(18.441672, 82.959893)",12.7,Cloudy,Medium,2.0,Low,Night,Bike,4.8,4.7,70.4,1606.19,28.42,19.592541,86.682688,18.441672,82.959893
ORD0142,"(13.140203, 84.190237)","(16.521642, 87.436243)",12.97,Rainy,High,5.0,Low,Morning,Bike,4.0,4.4,116.43,554.58,1.29,13.140203,84.190237,16.521642,87.436243
ORD0143,"(17.885866, 87.2673)","(19.496469, 82.318768)",16.83,Cloudy,High,8.0,Medium,Evening,Car,3.8,2.9,62.32,1289.0,35.81,17.885866,87.2673,19.496469,82.318768
ORD0144,"(14.634619, 86.733493)","(18.593321, 79.160326)",8.4,Rainy,Medium,1.0,Medium,Night,Car,4.0,2.6,97.6,216.86,48.19,14.634619,86.733493,18.593321,79.160326
ORD0145,"(19.487205, 80.932031)","(21.748834, 87.515253)",5.36,Snowy,Low,4.0,Low,Morning,Bike,3.2,3.9,80.62,760.11,67.86,19.487205,80.932031,21.748834,87.515253
ORD0146,"(17.440649, 78.890867)","(13.898466, 85.362821)",14.22,Snowy,Medium,5.0,Medium,Afternoon,Bike,3.2,2.7,99.93,579.74,60.63,17.440649,78.890867,13.898466,85.362821
ORD0147,"(12.119879, 80.70229)","(14.739014, 80.154465)",1.09,Cloudy,Medium,3.0,Medium,Evening,Bike,4.4,4.2,96.51,891.02,51.33,12.119879,80.70229,14.739014,80.154465
ORD0148,"(17.323192, 86.8108)","(14.477986, 83.355221)",486.4300463331388,Cloudy,High,3.0,Medium,Afternoon,Bike,2.9,2.7,18.67,1160.43,6.22,17.323192,86.8108,14.477986,83.355221
ORD0149,"(12.929482, 87.104639)","(20.417446, 84.879964)",7.09,Cloudy,Medium,7.0,Medium,Afternoon,Car,4.8,3.1,46.33,424.3,2.22,12.929482,87.104639,20.417446,84.879964
ORD0150,"(14.51671, 81.25014)","(15.541507, 79.255162)",19.46,Cloudy,Medium,5.0,Medium,Night,Bicycle,4.5,3.671,103.89,1221.06,43.44,14.51671,81.25014,15.541507,79.255162
ORD0151,"(16.979702, 86.130781)","(17.040384, 78.93715)",10.65,Cloudy,High,2.0,Low,Morning,Car,3.799502487562189,3.9,88.24,1519.46,73.73,16.979702,86.130781,17.040384,78.93715
ORD0152,"(21.899732, 84.177465)","(20.872473, 81.010938)",9.44,Cloudy,Medium,3.0,Low,Evening,Car,3.799502487562189,2.8,49.57,382.57,51.89,21.899732,84.177465,20.872473,81.010938
ORD0153,"(12.134275, 82.230408)","(17.323721, 81.726311)",8.7,Rainy,Medium,1.0,Low,Night,Car,4.2,4.8,99.99,1582.26,83.68,12.134275,82.230408,17.323721,81.726311
ORD0154,"(17.072037, 77.849051)","(16.847879, 85.580386)",10.76,Rainy,Medium,6.0,High,Morning,Bike,2.8,3.2,78.64,1883.26,46.47518363,17.072037,77.849051,16.847879,85.580386
ORD0155,"(14.502324, 83.143119)","(14.676113, 86.943648)",16.03,Cloudy,Low,3.0,Low,Morning,Bike,4.1,2.8,98.69,1181.28,48.43,14.502324,83.143119,14.676113,86.943648
ORD0156,"(14.107859, 85.117905)","(18.193135, 85.990779)",14.85,Rainy,Low,1.0,Low,Evening,Car,3.5,2.9,32.57,1920.15,32.68,14.107859,85.117905,18.193135,85.990779
ORD0157,"(16.150712, 81.29193)","(21.834046, 82.035418)",7.87,Cloudy,High,5.0,Low,Night,Bike,3.8,3.7,21.7,1070.91,69.6,16.150712,81.29193,21.834046,82.035418
ORD0158,"(20.197718, 80.603484)","(15.466033, 78.324377)",9.88,Cloudy,Low,9.0,Low,Afternoon,Bike,3.799502487562189,4.3,22.48,1625.35,16.91,20.197718,80.603484,15.466033,78.324377
ORD0159,"(19.537173, 87.663414)","(15.946469, 85.2729)",14.12,Snowy,Medium,8.0,Low,Afternoon,Bike,4.5,4.2,95.64,1904.56,8.01,19.537173,87.663414,15.946469,85.2729
ORD0160,"(20.28457, 82.704094)","(18.180192, 79.767254)",23.79,Cloudy,Low,6.0,Low,Night,Bicycle,3.5,4.7,26.47,209.14,15.7,20.28457,82.704094,18.180192,79.767254
ORD0161,"(12.791817, 84.30232)","(20.556468, 86.535114)",10.11,Snowy,High,3.0,Medium,Evening,Bicycle,3.3,3.0,60.19,132.04,61.24,12.791817,84.30232,20.556468,86.535114
ORD0162,"(16.545755, 80.744197)","(21.856855, 83.395049)",6.85,Rainy,Low,3.0,Medium,Evening,Bicycle,3.8,4.7,65.55888319655502,1851.63,37.43,16.545755,80.744197,21.856855,83.395049
ORD0163,"(13.496815, 86.400216)","(16.454118, 87.057465)",23.94,Cloudy,Low,5.0,High,Morning,Bicycle,4.8,4.6,32.93,652.51,46.47518363,13.496815,86.400216,16.454118,87.057465
ORD0164,"(13.143056, 78.21158)","(14.303098, 87.047958)",21.24,Cloudy,High,3.0,Low,Evening,Bike,3.6,3.8,39.18,1242.95,48.07,13.143056,78.21158,14.303098,87.047958
ORD0165,"(21.434125, 85.575853)","(18.373542, 78.178511)",8.22,Rainy,Medium,6.0,High,Afternoon,Car,2.7,4.5,103.35,1761.34,25.77,21.434125,85.575853,18.373542,78.178511
ORD0166,"(12.166759, 84.946467)","(18.906284, 81.043957)",8.54,Snowy,Medium,5.0,Medium,Evening,Car,2.5,3.671,78.69,568.86,85.97,12.166759,84.946467,18.906284,81.043957
ORD0167,"(18.298413, 81.48559)","(21.239981, 80.410354)",8.87,Cloudy,Low,5.0,High,Evening,Car,3.4,4.0,65.55888319655502,133.77,39.52,18.298413,81.48559,21.239981,80.410354
ORD0168,"(20.093991, 77.557169)","(15.361076, 77.773152)",526.7727074761004,Cloudy,Low,2.0,Low,Night,Bike,3.4,3.2,67.91,1978.19,50.22,20.093991,77.557169,15.361076,77.773152
ORD0169,"(12.184481, 78.571935)","(15.448233, 87.322424)",23.24,Snowy,Low,8.0,High,Morning,Bike,3.8,3.5,40.05,936.12,4.82,12.184481,78.571935,15.448233,87.322424
ORD0170,"(18.598996, 86.776024)","(21.6533, 87.095368)",4.33,Rainy,Low,3.0,High,Night,Car,3.5,4.5,69.78,1275.58,12.8,18.598996,86.776024,21.6533,87.095368
ORD0171,"(12.677288, 78.720236)","(13.002898, 83.304578)",1.99,Snowy,Medium,5.0,High,Afternoon,Bike,3.1,3.1,114.28,1631.32,61.65,12.677288,78.720236,13.002898,83.304578
ORD0172,"(15.377983, 79.255275)","(21.49081, 77.574597)",13.12,Cloudy,Low,6.0,Medium,Evening,Bicycle,3.6,2.6,74.41,1255.25,34.79,15.377983,79.255275,21.49081,77.574597
ORD0173,"(18.387832, 87.273872)","(17.503424, 77.504882)",5.91,Cloudy,High,4.0,Low,Night,Car,3.8,3.9,64.18,1826.15,88.94,18.387832,87.273872,17.503424,77.504882
ORD0174,"(14.643992, 87.6362)","(13.218537, 84.461725)",22.34,Rainy,Low,9.0,Low,Afternoon,Bike,2.8,4.7,82.96,1486.04,1.47,14.643992,87.6362,13.218537,84.461725
ORD0175,"(14.574055, 85.527795)","(17.782054, 85.624903)",1.9,Rainy,Medium,9.0,High,Morning,Bike,2.9,4.2,93.2,774.62,55.02,14.574055,85.527795,17.782054,85.624903
ORD0176,"(17.182709, 87.525208)","(13.911681, 79.685464)",7.38,Snowy,Medium,8.0,Low,Evening,Car,4.3,4.3,50.02,1278.76,5.23,17.182709,87.525208,13.911681,79.685464
ORD0177,"(14.973994, 85.806414)","(14.300498, 82.465042)",5.29,Cloudy,Low,8.0,High,Afternoon,Car,3.7,4.5,48.26,1805.37,10.64,14.973994,85.806414,14.300498,82.465042
ORD0178,"(20.881705, 84.488008)","(15.892642, 84.329409)",17.44,Cloudy,Medium,7.0,Low,Evening,Bike,4.7,2.9,111.18,1373.29,83.65,20.881705,84.488008,15.892642,84.329409
ORD0179,"(16.269274, 79.144391)","(16.964307, 86.495532)",787.0272493606647,Snowy,High,8.0,Low,Afternoon,Car,3.3,3.3,80.11,1848.91,89.12,16.269274,79.144391,16.964307,86.495532
ORD0180,"(21.650926, 84.2105)","(12.159673, 82.788761)",5.24,Cloudy,Low,6.0,High,Night,Bike,2.5,2.9,97.07,994.21,17.9,21.650926,84.2105,12.159673,82.788761
ORD0181,"(14.625182, 86.23251)","(14.339907, 83.154075)",7.19,Rainy,Low,8.0,High,Evening,Car,4.3,3.1,65.55888319655502,767.6,12.12,14.625182,86.23251,14.339907,83.154075
ORD0182,"(17.456111, 86.790905)","(13.723872, 81.030834)",2.46,Cloudy,Medium,7.0,Low,Afternoon,Car,3.3,4.4,114.21,1319.04,53.84,17.456111,86.790905,13.723872,81.030834
ORD0183,"(21.471948, 87.230396)","(15.947534, 87.383889)",18.82,Rainy,Medium,5.239723193838383,High,Night,Bicycle,4.6,4.0,56.78,1109.45,27.27,21.471948,87.230396,15.947534,87.383889
ORD0184,"(14.965888, 81.906201)","(14.940091, 84.55996)",285.1050738805253,Cloudy,Low,2.0,Low,Night,Bicycle,3.5,4.0,100.28,774.81,2.17,14.965888,81.906201,14.940091,84.55996
ORD0185,"(14.035437, 80.510094)","(16.222415, 85.337904)",7.38,Cloudy,Low,8.0,High,Night,Car,3.3,3.8,30.49,1401.99,31.25,14.035437,80.510094,16.222415,85.337904
ORD0186,"(20.773298, 79.778064)","(13.79002, 83.576672)",3.25,Rainy,Low,3.0,Medium,Afternoon,Bicycle,4.9,4.3,89.21,1588.69,64.95,20.773298,79.778064,13.79002,83.576672
ORD0187,"(19.403962, 83.292579)","(14.554876, 82.437211)",3.56,Snowy,Low,2.0,Low,Evening,Bicycle,4.0,3.7,37.65,644.0,46.47518363,19.403962,83.292579,14.554876,82.437211
ORD0188,"(21.04265, 83.613264)","(21.284686, 83.488263)",6.6,Cloudy,Medium,6.0,High,Night,Car,4.5,3.4,106.64,179.95,45.34,21.04265,83.613264,21.284686,83.488263
ORD0189,"(12.094598, 84.480602)","(12.500315, 80.8749)",23.87,Rainy,Low,5.239723193838383,High,Afternoon,Bicycle,2.9,2.6,74.95,1630.33,47.59,12.094598,84.480602,12.500315,80.8749
ORD0190,"(14.418136, 81.056051)","(15.882562, 86.681126)",10.56,Rainy,Low,2.0,Low,Afternoon,Bike,3.6,3.4,105.41,1767.21,46.47518363,14.418136,81.056051,15.882562,86.681126
ORD0191,"(13.403093, 81.228431)","(14.771298, 77.33628)",15.36,Snowy,High,1.0,High,Evening,Bicycle,4.8,4.8,82.62,1223.63,14.51,13.403093,81.228431,14.771298,77.33628
ORD0192,"(16.4978, 81.202966)","(13.435223, 78.026865)",4.33,Snowy,Low,8.0,Low,Night,Bike,4.0,3.7,101.25,1820.44,92.24,16.4978,81.202966,13.435223,78.026865
ORD0193,"(12.823713, 86.24385)","(17.741438, 80.52411)",22.68,Rainy,Low,1.0,Low,Morning,Bicycle,2.9,3.671,98.75,693.33,16.12,12.823713,86.24385,17.741438,80.52411
ORD0195,"(13.634688, 81.317357)","(19.198154, 79.886316)",18.2,Rainy,High,4.0,Medium,Morning,Car,3.799502487562189,3.3,119.46,975.58,69.67,13.634688,81.317357,19.198154,79.886316
ORD0197,"(21.66459, 82.226635)","(16.892341, 80.554716)",6.09,Snowy,Medium,8.0,Low,Night,Bicycle,3.0,3.6,90.54,1026.3902162195125,40.27,21.66459,82.226635,16.892341,80.554716
ORD0198,"(14.575401, 82.55641)","(13.625369, 82.418092)",20.61,Snowy,High,4.0,Medium,Afternoon,Bike,2.9,3.4,73.2,1356.58,5.1,14.575401,82.55641,13.625369,82.418092
ORD0199,"(12.094497, 82.893369)","(19.135509, 86.659978)",24.06,Rainy,High,9.0,Low,Night,Car,3.9,4.8,53.94,354.39,85.25,12.094497,82.893369,19.135509,86.659978
ORD0201,"(12.439207, 86.374354)","(12.744838, 84.520444)",50.07774849,Cloudy,High,3.0,Medium,Evening,Bicycle,4.6,4.1,39.18,1160.43,46.47518363,12.439207,86.374354,12.744838,84.520444
ORD0202,"(19.592541, 86.682688)","(18.441672, 82.959893)",52.54858232,Cloudy,Medium,8.0,Low,Night,Bike,4.8,4.7,197.9812987,1168.58,60.43,19.592541,86.682688,18.441672,82.959893
ORD0203,"(21.402659, 79.959544)","(17.40514, 82.424215)",8.5,Snowy,Medium,10.0,Medium,Evening,Bike,4.7,3.8,88.24,4886.471154,85.97,21.402659,79.959544,17.40514,82.424215
ORD0204,"(12.929482, 87.104639)","(20.417446, 84.879964)",13.61,Cloudy,Medium,3.0,Medium,Afternoon,Car,4.8,3.1,309.1405044,1432.26,59.74,12.929482,87.104639,20.417446,84.879964
ORD0205,"(19.42553, 79.177903)","(12.655972, 85.639259)",59.39033771,Cloudy,Medium,7.0,Low,Afternoon,Car,3.5,3.4,138.3199101,852.22,46.41,19.42553,79.177903,12.655972,85.639259
ORD0206,"(16.46274, 83.124063)","(21.308691, 82.256718)",8.4,Snowy,Medium,5.239723193838383,Medium,Morning,Bike,3.5,3.2,168.1506044,3890.631597,36.23,16.46274,83.124063,21.308691,82.256718
ORD0207,"(20.881705, 84.488008)","(15.892642, 84.329409)",20.25,Cloudy,Medium,5.239723193838383,Low,Evening,Bike,4.7,2.9,168.1506044,619.81,61.98,20.881705,84.488008,15.892642,84.329409
ORD0208,"(12.215745, 78.482179)","(19.931184, 79.451584)",22.71072694,Cloudy,Medium,6.0,Medium,Afternoon,Bike,4.5,4.6,55.23,5435.040075,63.49,12.215745,78.482179,19.931184,79.451584
ORD0210,"(12.865312, 81.430712)","(16.452125, 83.164956)",9.17,Cloudy,Low,5.239723193838383,Medium,Evening,Car,4.9,3.3,41.71,1508.24,193.4251825,12.865312,81.430712,16.452125,83.164956
ORD0211,"(17.459726, 81.031916)","(16.77123, 79.15117)",11.44,Snowy,Medium,4.0,Low,Morning,Bike,4.1,4.0,48.26,2244.924832,100.1918825,17.459726,81.031916,16.77123,79.15117
ORD0212,"(21.139317, 83.247471)","(12.393067, 85.842775)",45.70682694,Snowy,Medium,3.0,High,Evening,Car,3.8,3.7,23.54,1696.35591,23.67,21.139317,83.247471,12.393067,85.842775
ORD0213,"(13.175292, 87.081743)","(17.005465, 80.652715)",6.09,Rainy,Medium,5.239723193838383,Low,Morning,Bicycle,4.4,3.0,65.55888319655502,3342.062675,13.43,13.175292,87.081743,17.005465,80.652715
ORD0214,"(16.032865, 82.008362)","(19.765919, 78.907022)",73.07384849,Cloudy,Low,5.0,High,Night,Bicycle,3.799502487562189,3.5,97.6,751.69,5.23,16.032865,82.008362,19.765919,78.907022
ORD0215,"(14.203475, 77.819664)","(14.32718, 78.646128)",90.12079009723702,Cloudy,Low,7.0,Medium,Night,Bicycle,4.1,4.6,112.83,868.92,46.41,14.203475,77.819664,14.32718,78.646128
ORD0216,"(18.298413, 81.48559)","(21.239981, 80.410354)",43.2359931,Cloudy,Low,5.239723193838383,High,Evening,Car,3.4,4.0,94.66,5983.608997,55.52,18.298413,81.48559,21.239981,80.410354
ORD0217,"(21.156634, 80.556935)","(12.349095, 85.310478)",19.46,Cloudy,Low,5.239723193838383,Medium,Night,Car,3.5,2.8,23.1,3789.33331,84.51,21.156634,80.556935,12.349095,85.310478
ORD0219,"(21.397639, 84.89693)","(15.934011, 86.767357)",45.70682694,Cloudy,Medium,10.0,High,Night,Car,4.4,4.5,18.9,1278.76,3.93,21.397639,84.89693,15.934011,86.767357
ORD0220,"(20.974232, 80.728561)","(13.820324, 85.504206)",23.82,Rainy,Medium,4.0,Medium,Evening,Car,4.7,2.8,89.21,3789.33331,69.67,20.974232,80.728561,13.820324,85.504206
ORD0221,"(14.269461, 80.239348)","(18.8041, 85.796332)",43.2359931,Snowy,Low,5.239723193838383,Medium,Afternoon,Bike,4.1,3.7,91.22,1109.45,31.06,14.269461,80.239348,18.8041,85.796332
ORD0222,"(17.459726, 81.031916)","(16.77123, 79.15117)",23.87,Snowy,Medium,7.0,Low,Morning,Car,3.799502487562189,4.0,197.9812987,318.86,22.82,17.459726,81.031916,16.77123,79.15117
ORD0223,"(17.328378, 81.85932)","(21.881675, 82.349324)",6.74,Cloudy,High,2.0,Medium,Night,Bike,2.5,4.3,219.6484215,1630.33,217.6387085,17.328378,81.85932,21.881675,82.349324
ORD0224,"(21.156634, 80.556935)","(12.349095, 85.310478)",1.7,Cloudy,Low,2.0,Medium,Night,Car,3.799502487562189,2.8,106.64,3342.062675,73.72,21.156634,80.556935,12.349095,85.310478
ORD0225,"(21.852091, 81.820285)","(12.73781, 86.919703)",36.39423771,Cloudy,Medium,6.0,Medium,Afternoon,Bicycle,4.0,3.671,67.89,2244.924832,34.79,21.852091,81.820285,12.73781,86.919703
ORD0226,"(12.151614, 83.536485)","(21.417753, 78.073953)",5.18,Snowy,High,24.46519238,Low,Morning,Bike,3.0,3.671,197.9812987,619.81,69.6,12.151614,83.536485,21.417753,78.073953
ORD0227,"(13.429301, 78.290829)","(13.951955, 81.113552)",8.08,Snowy,Low,5.239723193838383,High,Evening,Bike,4.5,4.2,338.9711987,300.01,84.08,13.429301,78.290829,13.951955,81.113552
ORD0228,"(12.094598, 84.480602)","(12.500315, 80.8749)",394.3216317391829,Rainy,Low,3.0,High,Afternoon,Bicycle,2.9,2.6,115.69,223.6,310.8720085,12.094598,84.480602,12.500315,80.8749
ORD0229,"(20.974232, 80.728561)","(13.820324, 85.504206)",13.48,Rainy,Medium,8.0,Medium,Evening,Car,4.7,2.8,78.65852152,1767.21,310.8720085,20.974232,80.728561,13.820324,85.504206
ORD0230,"(20.407941, 82.416335)","(19.834406, 86.147854)",5.09,Rainy,Low,2.0,High,Evening,Bicycle,3.799502487562189,2.9,15.42,382.57,100.1918825,20.407941,82.416335,19.834406,86.147854
